,Value,Time
18237,    35 855 644.087,2018-08-28 05:45:00.0000000
18238,    35 855 392.926,2018-08-28 05:40:00.0000000
18239,    35 855 133.913,2018-08-28 05:35:00.0000000
18240,    35 854 876.749,2018-08-28 05:30:00.0000000
18241,    35 854 614.702,2018-08-28 05:25:00.0000000
18242,    35 854 358.631,2018-08-28 05:20:00.0000000
18243,    35 854 108.157,2018-08-28 05:15:00.0000000
18244,    35 853 865.636,2018-08-28 05:10:00.0000000
18245,    35 853 641.080,2018-08-28 05:05:00.0000000
18246,    35 853 402.053,2018-08-28 05:00:00.0000000
18247,    35 853 164.864,2018-08-28 04:55:00.0000000
18248,    35 852 940.529,2018-08-28 04:50:00.0000000
18249,    35 852 717.879,2018-08-28 04:45:00.0000000
18250,    35 852 480.621,2018-08-28 04:40:00.0000000
18251,    35 852 239.094,2018-08-28 04:35:00.0000000
18252,    35 851 997.355,2018-08-28 04:30:00.0000000
18253,    35 851 757.537,2018-08-28 04:25:00.0000000
18254,    35 851 521.169,2018-08-28 04:20:00.0000000
18255,    35 851 279.695,2018-08-28 04:15:00.0000000
18256,    35 851 033.160,2018-08-28 04:10:00.0000000
18257,    35 850 799.667,2018-08-28 04:05:00.0000000
18258,    35 850 563.910,2018-08-28 04:00:00.0000000
18259,    35 850 319.632,2018-08-28 03:55:00.0000000
18260,    35 850 080.162,2018-08-28 03:50:00.0000000
18261,    35 849 838.880,2018-08-28 03:45:00.0000000
18262,    35 849 591.075,2018-08-28 03:40:00.0000000
18263,    35 849 358.717,2018-08-28 03:35:00.0000000
18264,    35 849 137.401,2018-08-28 03:30:00.0000000
18265,    35 848 904.067,2018-08-28 03:25:00.0000000
18266,    35 848 672.088,2018-08-28 03:20:00.0000000
18267,    35 848 437.599,2018-08-28 03:15:00.0000000
18268,    35 848 201.630,2018-08-28 03:10:00.0000000
18269,    35 847 958.424,2018-08-28 03:05:00.0000000
18270,    35 847 697.730,2018-08-28 03:00:00.0000000
18271,    35 847 451.589,2018-08-28 02:55:00.0000000
18272,    35 847 195.918,2018-08-28 02:50:00.0000000
18273,    35 846 947.604,2018-08-28 02:45:00.0000000
18274,    35 846 702.278,2018-08-28 02:40:00.0000000
18275,    35 846 461.057,2018-08-28 02:35:00.0000000
18276,    35 846 220.463,2018-08-28 02:30:00.0000000
18277,    35 845 984.629,2018-08-28 02:25:00.0000000
18278,    35 845 748.634,2018-08-28 02:20:00.0000000
18279,    35 845 513.290,2018-08-28 02:15:00.0000000
18280,    35 845 277.348,2018-08-28 02:10:00.0000000
18281,    35 845 022.851,2018-08-28 02:05:00.0000000
18282,    35 844 760.138,2018-08-28 02:00:00.0000000
18283,    35 844 498.403,2018-08-28 01:55:00.0000000
18284,    35 844 241.547,2018-08-28 01:50:00.0000000
18285,    35 843 994.912,2018-08-28 01:45:00.0000000
18286,    35 843 749.814,2018-08-28 01:40:00.0000000
18287,    35 843 506.635,2018-08-28 01:35:00.0000000
18288,    35 843 253.120,2018-08-28 01:30:00.0000000
18289,    35 843 005.700,2018-08-28 01:25:00.0000000
18290,    35 842 758.181,2018-08-28 01:20:00.0000000
18291,    35 842 501.156,2018-08-28 01:15:00.0000000
18292,    35 842 243.995,2018-08-28 01:10:00.0000000
18293,    35 841 998.287,2018-08-28 01:05:00.0000000
18294,    35 841 741.457,2018-08-28 01:00:00.0000000
18295,    35 841 496.314,2018-08-28 00:55:00.0000000
18296,    35 841 260.559,2018-08-28 00:50:00.0000000
18297,    35 841 020.699,2018-08-28 00:45:00.0000000
18298,    35 840 781.636,2018-08-28 00:40:00.0000000
18299,    35 840 548.670,2018-08-28 00:35:00.0000000
18300,    35 840 304.771,2018-08-28 00:30:00.0000000
18301,    35 840 061.269,2018-08-28 00:25:00.0000000
18302,    35 839 812.444,2018-08-28 00:20:00.0000000
18303,    35 839 560.108,2018-08-28 00:15:00.0000000
18304,    35 839 307.390,2018-08-28 00:10:00.0000000
18305,    35 839 068.100,2018-08-28 00:05:00.0000000
18306,    35 838 805.836,2018-08-28 00:00:00.0000000
18307,    35 838 563.718,2018-08-27 23:55:00.0000000
18308,    35 838 325.965,2018-08-27 23:50:00.0000000
18309,    35 838 078.136,2018-08-27 23:45:00.0000000
18310,    35 837 825.746,2018-08-27 23:40:00.0000000
18311,    35 837 563.728,2018-08-27 23:35:00.0000000
18312,    35 837 317.212,2018-08-27 23:30:00.0000000
18313,    35 837 066.373,2018-08-27 23:25:00.0000000
18314,    35 836 817.818,2018-08-27 23:20:00.0000000
18315,    35 836 572.808,2018-08-27 23:15:00.0000000
18316,    35 836 349.126,2018-08-27 23:10:00.0000000
18317,    35 836 124.983,2018-08-27 23:05:00.0000000
18318,    35 835 880.533,2018-08-27 23:00:00.0000000
18319,    35 835 641.707,2018-08-27 22:55:00.0000000
18320,    35 835 389.893,2018-08-27 22:50:00.0000000
18321,    35 835 144.527,2018-08-27 22:45:00.0000000
18322,    35 834 891.316,2018-08-27 22:40:00.0000000
18323,    35 834 647.687,2018-08-27 22:35:00.0000000
18324,    35 834 409.928,2018-08-27 22:30:00.0000000
18325,    35 834 171.594,2018-08-27 22:25:00.0000000
18326,    35 833 934.653,2018-08-27 22:20:00.0000000
18327,    35 833 699.898,2018-08-27 22:15:00.0000000
18328,    35 833 455.166,2018-08-27 22:10:00.0000000
18329,    35 833 215.599,2018-08-27 22:05:00.0000000
18330,    35 832 966.094,2018-08-27 22:00:00.0000000
18331,    35 832 713.989,2018-08-27 21:55:00.0000000
18332,    35 832 457.406,2018-08-27 21:50:00.0000000
18333,    35 832 189.676,2018-08-27 21:45:00.0000000
18334,    35 831 920.141,2018-08-27 21:40:00.0000000
18335,    35 831 669.338,2018-08-27 21:35:00.0000000
18336,    35 831 433.778,2018-08-27 21:30:00.0000000
18337,    35 831 198.215,2018-08-27 21:25:00.0000000
18338,    35 830 965.226,2018-08-27 21:20:00.0000000
18339,    35 830 722.395,2018-08-27 21:15:00.0000000
18340,    35 830 479.114,2018-08-27 21:10:00.0000000
18341,    35 830 218.111,2018-08-27 21:05:00.0000000
18342,    35 829 955.501,2018-08-27 21:00:00.0000000
18343,    35 829 698.457,2018-08-27 20:55:00.0000000
18344,    35 829 447.057,2018-08-27 20:50:00.0000000
18345,    35 829 209.968,2018-08-27 20:45:00.0000000
18346,    35 828 967.357,2018-08-27 20:40:00.0000000
18347,    35 828 714.990,2018-08-27 20:35:00.0000000
18348,    35 828 453.122,2018-08-27 20:30:00.0000000
18349,    35 828 198.152,2018-08-27 20:25:00.0000000
18350,    35 827 928.429,2018-08-27 20:20:00.0000000
18351,    35 827 668.264,2018-08-27 20:15:00.0000000
18352,    35 827 425.398,2018-08-27 20:10:00.0000000
18353,    35 827 182.168,2018-08-27 20:05:00.0000000
18354,    35 826 927.908,2018-08-27 20:00:00.0000000
18355,    35 826 678.599,2018-08-27 19:55:00.0000000
18356,    35 826 441.380,2018-08-27 19:50:00.0000000
18357,    35 826 190.749,2018-08-27 19:45:00.0000000
18358,    35 825 940.516,2018-08-27 19:40:00.0000000
18359,    35 825 689.861,2018-08-27 19:35:00.0000000
18360,    35 825 453.943,2018-08-27 19:30:00.0000000
18361,    35 825 214.399,2018-08-27 19:25:00.0000000
18362,    35 824 980.492,2018-08-27 19:20:00.0000000
18363,    35 824 748.552,2018-08-27 19:15:00.0000000
18364,    35 824 511.992,2018-08-27 19:10:00.0000000
18365,    35 824 253.476,2018-08-27 19:05:00.0000000
18366,    35 824 006.355,2018-08-27 19:00:00.0000000
18367,    35 823 753.360,2018-08-27 18:55:00.0000000
18368,    35 823 506.256,2018-08-27 18:50:00.0000000
18369,    35 823 269.615,2018-08-27 18:45:00.0000000
18370,    35 823 012.950,2018-08-27 18:40:00.0000000
18371,    35 822 761.547,2018-08-27 18:35:00.0000000
18372,    35 822 509.957,2018-08-27 18:30:00.0000000
18373,    35 822 268.609,2018-08-27 18:25:00.0000000
18374,    35 822 024.873,2018-08-27 18:20:00.0000000
18375,    35 821 774.191,2018-08-27 18:15:00.0000000
18376,    35 821 523.577,2018-08-27 18:10:00.0000000
18377,    35 821 260.381,2018-08-27 18:05:00.0000000
18378,    35 821 007.754,2018-08-27 18:00:00.0000000
18379,    35 820 769.632,2018-08-27 17:55:00.0000000
18380,    35 820 514.970,2018-08-27 17:50:00.0000000
18381,    35 820 253.955,2018-08-27 17:45:00.0000000
18382,    35 819 996.129,2018-08-27 17:40:00.0000000
18383,    35 819 743.484,2018-08-27 17:35:00.0000000
18384,    35 819 483.041,2018-08-27 17:30:00.0000000
18385,    35 819 215.344,2018-08-27 17:25:00.0000000
18386,    35 818 967.465,2018-08-27 17:20:00.0000000
18387,    35 818 716.617,2018-08-27 17:15:00.0000000
18388,    35 818 472.066,2018-08-27 17:10:00.0000000
18389,    35 818 240.679,2018-08-27 17:05:00.0000000
18390,    35 818 017.723,2018-08-27 17:00:00.0000000
18391,    35 817 786.022,2018-08-27 16:55:00.0000000
18392,    35 817 549.661,2018-08-27 16:50:00.0000000
18393,    35 817 317.564,2018-08-27 16:45:00.0000000
18394,    35 817 090.329,2018-08-27 16:40:00.0000000
18395,    35 816 839.418,2018-08-27 16:35:00.0000000
18396,    35 816 580.224,2018-08-27 16:30:00.0000000
18397,    35 816 325.109,2018-08-27 16:25:00.0000000
18398,    35 816 087.592,2018-08-27 16:20:00.0000000
18399,    35 815 856.213,2018-08-27 16:15:00.0000000
18400,    35 815 625.664,2018-08-27 16:10:00.0000000
18401,    35 815 394.150,2018-08-27 16:05:00.0000000
18402,    35 815 148.256,2018-08-27 16:00:00.0000000
18403,    35 814 898.091,2018-08-27 15:55:00.0000000
18404,    35 814 658.932,2018-08-27 15:50:00.0000000
18405,    35 814 412.701,2018-08-27 15:45:00.0000000
18406,    35 814 166.411,2018-08-27 15:40:00.0000000
18407,    35 813 929.966,2018-08-27 15:35:00.0000000
18408,    35 813 686.758,2018-08-27 15:30:00.0000000
18409,    35 813 445.827,2018-08-27 15:25:00.0000000
18410,    35 813 202.897,2018-08-27 15:20:00.0000000
18411,    35 812 950.554,2018-08-27 15:15:00.0000000
18412,    35 812 685.455,2018-08-27 15:10:00.0000000
18413,    35 812 423.793,2018-08-27 15:05:00.0000000
18414,    35 812 175.022,2018-08-27 15:00:00.0000000
18415,    35 811 913.447,2018-08-27 14:55:00.0000000
18416,    35 811 659.906,2018-08-27 14:50:00.0000000
18417,    35 811 396.902,2018-08-27 14:45:00.0000000
18418,    35 811 143.720,2018-08-27 14:40:00.0000000
18419,    35 810 897.585,2018-08-27 14:35:00.0000000
18420,    35 810 643.832,2018-08-27 14:30:00.0000000
18421,    35 810 389.107,2018-08-27 14:25:00.0000000
18422,    35 810 139.519,2018-08-27 14:20:00.0000000
18423,    35 809 887.162,2018-08-27 14:15:00.0000000
18424,    35 809 640.410,2018-08-27 14:10:00.0000000
18425,    35 809 383.257,2018-08-27 14:05:00.0000000
18426,    35 809 140.453,2018-08-27 14:00:00.0000000
18427,    35 808 904.972,2018-08-27 13:55:00.0000000
18428,    35 808 672.021,2018-08-27 13:50:00.0000000
18429,    35 808 432.911,2018-08-27 13:45:00.0000000
18430,    35 808 197.188,2018-08-27 13:40:00.0000000
18431,    35 807 956.723,2018-08-27 13:35:00.0000000
18432,    35 807 697.442,2018-08-27 13:30:00.0000000
18433,    35 807 436.218,2018-08-27 13:25:00.0000000
18434,    35 807 188.417,2018-08-27 13:20:00.0000000
18435,    35 806 943.390,2018-08-27 13:15:00.0000000
18436,    35 806 695.909,2018-08-27 13:10:00.0000000
18437,    35 806 450.835,2018-08-27 13:05:00.0000000
18438,    35 806 198.991,2018-08-27 13:00:00.0000000
18439,    35 805 958.042,2018-08-27 12:55:00.0000000
18440,    35 805 717.627,2018-08-27 12:50:00.0000000
18441,    35 805 489.720,2018-08-27 12:45:00.0000000
18442,    35 805 255.070,2018-08-27 12:40:00.0000000
18443,    35 805 002.046,2018-08-27 12:35:00.0000000
18444,    35 804 747.836,2018-08-27 12:30:00.0000000
18445,    35 804 488.636,2018-08-27 12:25:00.0000000
18446,    35 804 219.256,2018-08-27 12:20:00.0000000
18447,    35 803 962.513,2018-08-27 12:15:00.0000000
18448,    35 803 715.488,2018-08-27 12:10:00.0000000
18449,    35 803 464.382,2018-08-27 12:05:00.0000000
18450,    35 803 211.465,2018-08-27 12:00:00.0000000
18451,    35 802 960.296,2018-08-27 11:55:00.0000000
18452,    35 802 699.663,2018-08-27 11:50:00.0000000
18453,    35 802 439.336,2018-08-27 11:45:00.0000000
18454,    35 802 183.276,2018-08-27 11:40:00.0000000
18455,    35 801 924.600,2018-08-27 11:35:00.0000000
18456,    35 801 677.353,2018-08-27 11:30:00.0000000
18457,    35 801 429.509,2018-08-27 11:25:00.0000000
18458,    35 801 184.432,2018-08-27 11:20:00.0000000
18459,    35 800 941.840,2018-08-27 11:15:00.0000000
18460,    35 800 692.936,2018-08-27 11:10:00.0000000
18461,    35 800 438.936,2018-08-27 11:05:00.0000000
18462,    35 800 182.602,2018-08-27 11:00:00.0000000
18463,    35 799 928.062,2018-08-27 10:55:00.0000000
18464,    35 799 685.104,2018-08-27 10:50:00.0000000
18465,    35 799 438.638,2018-08-27 10:45:00.0000000
18466,    35 799 190.570,2018-08-27 10:40:00.0000000
18467,    35 798 932.983,2018-08-27 10:35:00.0000000
18468,    35 798 688.412,2018-08-27 10:30:00.0000000
18469,    35 798 448.770,2018-08-27 10:25:00.0000000
18470,    35 798 203.728,2018-08-27 10:20:00.0000000
18471,    35 797 965.468,2018-08-27 10:15:00.0000000
18472,    35 797 713.793,2018-08-27 10:10:00.0000000
18473,    35 797 466.899,2018-08-27 10:05:00.0000000
18474,    35 797 217.118,2018-08-27 10:00:00.0000000
18475,    35 796 966.652,2018-08-27 09:55:00.0000000
18476,    35 796 716.250,2018-08-27 09:50:00.0000000
18477,    35 796 460.307,2018-08-27 09:45:00.0000000
18478,    35 796 196.466,2018-08-27 09:40:00.0000000
18479,    35 795 927.554,2018-08-27 09:35:00.0000000
18480,    35 795 672.569,2018-08-27 09:30:00.0000000
18481,    35 795 424.767,2018-08-27 09:25:00.0000000
18482,    35 795 177.383,2018-08-27 09:20:00.0000000
18483,    35 794 931.579,2018-08-27 09:15:00.0000000
18484,    35 794 683.605,2018-08-27 09:10:00.0000000
18485,    35 794 437.080,2018-08-27 09:05:00.0000000
18486,    35 794 184.839,2018-08-27 09:00:00.0000000
18487,    35 793 943.610,2018-08-27 08:55:00.0000000
18488,    35 793 685.614,2018-08-27 08:50:00.0000000
18489,    35 793 447.607,2018-08-27 08:45:00.0000000
18490,    35 793 202.713,2018-08-27 08:40:00.0000000
18491,    35 792 951.788,2018-08-27 08:35:00.0000000
18492,    35 792 699.662,2018-08-27 08:30:00.0000000
18493,    35 792 456.284,2018-08-27 08:25:00.0000000
18494,    35 792 212.497,2018-08-27 08:20:00.0000000
18495,    35 791 981.632,2018-08-27 08:15:00.0000000
18496,    35 791 744.392,2018-08-27 08:10:00.0000000
18497,    35 791 492.153,2018-08-27 08:05:00.0000000
18498,    35 791 248.297,2018-08-27 08:00:00.0000000
18499,    35 791 000.401,2018-08-27 07:55:00.0000000
18500,    35 790 745.667,2018-08-27 07:50:00.0000000
18501,    35 790 509.227,2018-08-27 07:45:00.0000000
18502,    35 790 271.122,2018-08-27 07:40:00.0000000
18503,    35 790 026.209,2018-08-27 07:35:00.0000000
18504,    35 789 785.926,2018-08-27 07:30:00.0000000
18505,    35 789 553.223,2018-08-27 07:25:00.0000000
18506,    35 789 316.499,2018-08-27 07:20:00.0000000
18507,    35 789 088.942,2018-08-27 07:15:00.0000000
18508,    35 788 837.089,2018-08-27 07:10:00.0000000
18509,    35 788 582.863,2018-08-27 07:05:00.0000000
18510,    35 788 346.516,2018-08-27 07:00:00.0000000
18511,    35 788 115.103,2018-08-27 06:55:00.0000000
18512,    35 787 880.943,2018-08-27 06:50:00.0000000
18513,    35 787 646.012,2018-08-27 06:45:00.0000000
18514,    35 787 411.244,2018-08-27 06:40:00.0000000
18515,    35 787 172.098,2018-08-27 06:35:00.0000000
18516,    35 786 941.990,2018-08-27 06:30:00.0000000
18517,    35 786 705.058,2018-08-27 06:25:00.0000000
18518,    35 786 456.498,2018-08-27 06:20:00.0000000
18519,    35 786 220.968,2018-08-27 06:15:00.0000000
18520,    35 785 975.956,2018-08-27 06:10:00.0000000
18521,    35 785 719.263,2018-08-27 06:05:00.0000000
18522,    35 785 452.978,2018-08-27 06:00:00.0000000
18523,    35 785 197.492,2018-08-27 05:55:00.0000000
18524,    35 784 943.346,2018-08-27 05:50:00.0000000
18525,    35 784 684.985,2018-08-27 05:45:00.0000000
18526,    35 784 422.806,2018-08-27 05:40:00.0000000
18527,    35 784 181.264,2018-08-27 05:35:00.0000000
18528,    35 783 935.997,2018-08-27 05:30:00.0000000
18529,    35 783 698.888,2018-08-27 05:25:00.0000000
18530,    35 783 442.895,2018-08-27 05:20:00.0000000
18531,    35 783 188.863,2018-08-27 05:15:00.0000000
18532,    35 782 951.625,2018-08-27 05:10:00.0000000
18533,    35 782 727.328,2018-08-27 05:05:00.0000000
18534,    35 782 485.279,2018-08-27 05:00:00.0000000
18535,    35 782 248.513,2018-08-27 04:55:00.0000000
18536,    35 781 997.651,2018-08-27 04:50:00.0000000
18537,    35 781 750.392,2018-08-27 04:45:00.0000000
18538,    35 781 512.108,2018-08-27 04:40:00.0000000
18539,    35 781 273.836,2018-08-27 04:35:00.0000000
18540,    35 781 037.298,2018-08-27 04:30:00.0000000
18541,    35 780 775.385,2018-08-27 04:25:00.0000000
18542,    35 780 524.594,2018-08-27 04:20:00.0000000
18543,    35 780 279.662,2018-08-27 04:15:00.0000000
18544,    35 780 046.907,2018-08-27 04:10:00.0000000
18545,    35 779 817.165,2018-08-27 04:05:00.0000000
18546,    35 779 565.730,2018-08-27 04:00:00.0000000
18547,    35 779 315.854,2018-08-27 03:55:00.0000000
18548,    35 779 067.498,2018-08-27 03:50:00.0000000
18549,    35 778 799.408,2018-08-27 03:45:00.0000000
18550,    35 778 543.805,2018-08-27 03:40:00.0000000
18551,    35 778 304.933,2018-08-27 03:35:00.0000000
18552,    35 778 062.367,2018-08-27 03:30:00.0000000
18553,    35 777 823.024,2018-08-27 03:25:00.0000000
18554,    35 777 588.074,2018-08-27 03:20:00.0000000
18555,    35 777 351.052,2018-08-27 03:15:00.0000000
18556,    35 777 117.177,2018-08-27 03:10:00.0000000
18557,    35 776 872.816,2018-08-27 03:05:00.0000000
18558,    35 776 614.022,2018-08-27 03:00:00.0000000
18559,    35 776 359.077,2018-08-27 02:55:00.0000000
18560,    35 776 105.082,2018-08-27 02:50:00.0000000
18561,    35 775 850.396,2018-08-27 02:45:00.0000000
18562,    35 775 606.517,2018-08-27 02:40:00.0000000
18563,    35 775 382.075,2018-08-27 02:35:00.0000000
18564,    35 775 144.570,2018-08-27 02:30:00.0000000
18565,    35 774 909.417,2018-08-27 02:25:00.0000000
18566,    35 774 683.513,2018-08-27 02:20:00.0000000
18567,    35 774 460.271,2018-08-27 02:15:00.0000000
18568,    35 774 220.960,2018-08-27 02:10:00.0000000
18569,    35 773 991.006,2018-08-27 02:05:00.0000000
18570,    35 773 770.661,2018-08-27 02:00:00.0000000
18571,    35 773 545.417,2018-08-27 01:55:00.0000000
18572,    35 773 311.279,2018-08-27 01:50:00.0000000
18573,    35 773 096.573,2018-08-27 01:45:00.0000000
18574,    35 772 882.614,2018-08-27 01:40:00.0000000
18575,    35 772 670.218,2018-08-27 01:35:00.0000000
18576,    35 772 455.570,2018-08-27 01:30:00.0000000
18577,    35 772 243.278,2018-08-27 01:25:00.0000000
18578,    35 772 001.995,2018-08-27 01:20:00.0000000
18579,    35 771 751.382,2018-08-27 01:15:00.0000000
18580,    35 771 498.715,2018-08-27 01:10:00.0000000
18581,    35 771 266.854,2018-08-27 01:05:00.0000000
18582,    35 771 030.451,2018-08-27 01:00:00.0000000
18583,    35 770 796.441,2018-08-27 00:55:00.0000000
18584,    35 770 559.126,2018-08-27 00:50:00.0000000
18585,    35 770 308.153,2018-08-27 00:45:00.0000000
18586,    35 770 062.506,2018-08-27 00:40:00.0000000
18587,    35 769 808.045,2018-08-27 00:35:00.0000000
18588,    35 769 560.533,2018-08-27 00:30:00.0000000
18589,    35 769 319.292,2018-08-27 00:25:00.0000000
18590,    35 769 062.317,2018-08-27 00:20:00.0000000
18591,    35 768 817.583,2018-08-27 00:15:00.0000000
18592,    35 768 576.481,2018-08-27 00:10:00.0000000
18593,    35 768 330.717,2018-08-27 00:05:00.0000000
18594,    35 768 096.482,2018-08-27 00:00:00.0000000
18595,    35 767 872.245,2018-08-26 23:55:00.0000000
18596,    35 767 648.824,2018-08-26 23:50:00.0000000
18597,    35 767 394.429,2018-08-26 23:45:00.0000000
18598,    35 767 144.906,2018-08-26 23:40:00.0000000
18599,    35 766 906.749,2018-08-26 23:35:00.0000000
18600,    35 766 683.026,2018-08-26 23:30:00.0000000
18601,    35 766 461.850,2018-08-26 23:25:00.0000000
18602,    35 766 230.112,2018-08-26 23:20:00.0000000
18603,    35 766 012.188,2018-08-26 23:15:00.0000000
18604,    35 765 787.086,2018-08-26 23:10:00.0000000
18605,    35 765 562.512,2018-08-26 23:05:00.0000000
18606,    35 765 347.456,2018-08-26 23:00:00.0000000
18607,    35 765 129.788,2018-08-26 22:55:00.0000000
18608,    35 764 908.978,2018-08-26 22:50:00.0000000
18609,    35 764 697.614,2018-08-26 22:45:00.0000000
18610,    35 764 476.788,2018-08-26 22:40:00.0000000
18611,    35 764 255.159,2018-08-26 22:35:00.0000000
18612,    35 764 042.369,2018-08-26 22:30:00.0000000
18613,    35 763 831.350,2018-08-26 22:25:00.0000000
18614,    35 763 620.876,2018-08-26 22:20:00.0000000
18615,    35 763 411.009,2018-08-26 22:15:00.0000000
18616,    35 763 191.498,2018-08-26 22:10:00.0000000
18617,    35 762 956.482,2018-08-26 22:05:00.0000000
18618,    35 762 723.978,2018-08-26 22:00:00.0000000
18619,    35 762 504.992,2018-08-26 21:55:00.0000000
18620,    35 762 290.591,2018-08-26 21:50:00.0000000
18621,    35 762 076.152,2018-08-26 21:45:00.0000000
18622,    35 761 855.663,2018-08-26 21:40:00.0000000
18623,    35 761 628.816,2018-08-26 21:35:00.0000000
18624,    35 761 390.707,2018-08-26 21:30:00.0000000
18625,    35 761 172.560,2018-08-26 21:25:00.0000000
18626,    35 760 950.819,2018-08-26 21:20:00.0000000
18627,    35 760 736.562,2018-08-26 21:15:00.0000000
18628,    35 760 515.787,2018-08-26 21:10:00.0000000
18629,    35 760 297.188,2018-08-26 21:05:00.0000000
18630,    35 760 069.239,2018-08-26 21:00:00.0000000
18631,    35 759 855.315,2018-08-26 20:55:00.0000000
18632,    35 759 638.402,2018-08-26 20:50:00.0000000
18633,    35 759 422.841,2018-08-26 20:45:00.0000000
18634,    35 759 206.693,2018-08-26 20:40:00.0000000
18635,    35 758 983.952,2018-08-26 20:35:00.0000000
18636,    35 758 760.788,2018-08-26 20:30:00.0000000
18637,    35 758 541.358,2018-08-26 20:25:00.0000000
18638,    35 758 328.275,2018-08-26 20:20:00.0000000
18639,    35 758 119.404,2018-08-26 20:15:00.0000000
18640,    35 757 914.688,2018-08-26 20:10:00.0000000
18641,    35 757 707.869,2018-08-26 20:05:00.0000000
18642,    35 757 499.868,2018-08-26 20:00:00.0000000
18643,    35 757 277.490,2018-08-26 19:55:00.0000000
18644,    35 757 048.710,2018-08-26 19:50:00.0000000
18645,    35 756 836.937,2018-08-26 19:45:00.0000000
18646,    35 756 621.401,2018-08-26 19:40:00.0000000
18647,    35 756 403.050,2018-08-26 19:35:00.0000000
18648,    35 756 189.834,2018-08-26 19:30:00.0000000
18649,    35 755 990.795,2018-08-26 19:25:00.0000000
18650,    35 755 778.510,2018-08-26 19:20:00.0000000
18651,    35 755 563.865,2018-08-26 19:15:00.0000000
18652,    35 755 353.345,2018-08-26 19:10:00.0000000
18653,    35 755 133.814,2018-08-26 19:05:00.0000000
18654,    35 754 908.818,2018-08-26 19:00:00.0000000
18655,    35 754 683.064,2018-08-26 18:55:00.0000000
18656,    35 754 460.368,2018-08-26 18:50:00.0000000
18657,    35 754 231.980,2018-08-26 18:45:00.0000000
18658,    35 753 993.111,2018-08-26 18:40:00.0000000
18659,    35 753 759.788,2018-08-26 18:35:00.0000000
18660,    35 753 548.164,2018-08-26 18:30:00.0000000
18661,    35 753 350.028,2018-08-26 18:25:00.0000000
18662,    35 753 145.610,2018-08-26 18:20:00.0000000
18663,    35 752 947.200,2018-08-26 18:15:00.0000000
18664,    35 752 739.242,2018-08-26 18:10:00.0000000
18665,    35 752 536.459,2018-08-26 18:05:00.0000000
18666,    35 752 322.735,2018-08-26 18:00:00.0000000
18667,    35 752 095.778,2018-08-26 17:55:00.0000000
18668,    35 751 872.329,2018-08-26 17:50:00.0000000
18669,    35 751 640.424,2018-08-26 17:45:00.0000000
18670,    35 751 413.020,2018-08-26 17:40:00.0000000
18671,    35 751 201.405,2018-08-26 17:35:00.0000000
18672,    35 750 983.834,2018-08-26 17:30:00.0000000
18673,    35 750 750.240,2018-08-26 17:25:00.0000000
18674,    35 750 529.227,2018-08-26 17:20:00.0000000
18675,    35 750 304.587,2018-08-26 17:15:00.0000000
18676,    35 750 080.003,2018-08-26 17:10:00.0000000
18677,    35 749 855.195,2018-08-26 17:05:00.0000000
18678,    35 749 627.810,2018-08-26 17:00:00.0000000
18679,    35 749 409.708,2018-08-26 16:55:00.0000000
18680,    35 749 207.836,2018-08-26 16:50:00.0000000
18681,    35 749 000.826,2018-08-26 16:45:00.0000000
18682,    35 748 783.480,2018-08-26 16:40:00.0000000
18683,    35 748 573.758,2018-08-26 16:35:00.0000000
18684,    35 748 356.331,2018-08-26 16:30:00.0000000
18685,    35 748 140.222,2018-08-26 16:25:00.0000000
18686,    35 747 919.860,2018-08-26 16:20:00.0000000
18687,    35 747 698.676,2018-08-26 16:15:00.0000000
18688,    35 747 471.874,2018-08-26 16:10:00.0000000
18689,    35 747 253.230,2018-08-26 16:05:00.0000000
18690,    35 747 034.852,2018-08-26 16:00:00.0000000
18691,    35 746 814.441,2018-08-26 15:55:00.0000000
18692,    35 746 588.043,2018-08-26 15:50:00.0000000
18693,    35 746 345.245,2018-08-26 15:45:00.0000000
18694,    35 746 102.611,2018-08-26 15:40:00.0000000
18695,    35 745 879.259,2018-08-26 15:35:00.0000000
18696,    35 745 666.261,2018-08-26 15:30:00.0000000
18697,    35 745 450.403,2018-08-26 15:25:00.0000000
18698,    35 745 236.513,2018-08-26 15:20:00.0000000
18699,    35 745 021.793,2018-08-26 15:15:00.0000000
18700,    35 744 801.358,2018-08-26 15:10:00.0000000
18701,    35 744 572.613,2018-08-26 15:05:00.0000000
18702,    35 744 325.887,2018-08-26 15:00:00.0000000
18703,    35 744 094.946,2018-08-26 14:55:00.0000000
18704,    35 743 856.147,2018-08-26 14:50:00.0000000
18705,    35 743 610.625,2018-08-26 14:45:00.0000000
18706,    35 743 380.714,2018-08-26 14:40:00.0000000
18707,    35 743 149.727,2018-08-26 14:35:00.0000000
18708,    35 742 922.263,2018-08-26 14:30:00.0000000
18709,    35 742 699.357,2018-08-26 14:25:00.0000000
18710,    35 742 477.559,2018-08-26 14:20:00.0000000
18711,    35 742 240.811,2018-08-26 14:15:00.0000000
18712,    35 741 990.339,2018-08-26 14:10:00.0000000
18713,    35 741 748.586,2018-08-26 14:05:00.0000000
18714,    35 741 524.359,2018-08-26 14:00:00.0000000
18715,    35 741 304.447,2018-08-26 13:55:00.0000000
18716,    35 741 083.467,2018-08-26 13:50:00.0000000
18717,    35 740 862.581,2018-08-26 13:45:00.0000000
18718,    35 740 641.006,2018-08-26 13:40:00.0000000
